,listing code,brand,model,reference number,dealer product code,movement,case material,bracelet material,year of production,condition,scope of delivery,gender,location,price,url
90,cafxx7,roger dubuis,easy diver,dbse0255,<blank>,automatic,steel,rubber,unknown,"fair 
                     (obvious signs of wear or scratches)",original box; original papers,men's watch/unisex,japan; 大阪市福島区吉野,10902,https://www.chrono24.com/rogerdubuis/roger-dubuis-easy-diver-chronograph--id20642613.htm
91,baeak2,roger dubuis,excalibur,rddbex0384,3717010490901,automatic,steel,steel,unknown,"very good 
                     (worn with little to no signs of wear)",original box; original papers,<blank>,japan; tokyo,10820,https://www.chrono24.com/rogerdubuis/--rddbex0384--id18960860.htm
92,cfvxq2,roger dubuis,excalibur,87070,82,automatic,steel,crocodile skin,unknown,"very good 
                     (worn with little to no signs of wear)",original box; original papers,men's watch/unisex,the netherlands; veendam,10773,https://www.chrono24.com/rogerdubuis/roger-dubuis-excalibur--id20896622.htm
93,9opj23,roger dubuis,easy diver,se46 57 5 3.53,rdu080,manual winding,steel,<blank>,unknown,"very good 
                     (worn with little to no signs of wear)",original box; original papers,men's watch/unisex,united states of america; california; los angeles,10700,https://www.chrono24.com/rogerdubuis/roger-dubuis-easy-diverchronograph-lemania-se46-57-5-353--id16269374.htm
94,bdwu23,roger dubuis,easy diver,rddbse0282,<blank>,automatic,steel,rubber,2013,"very good 
                     (worn with little to no signs of wear)",original box; original papers,men's watch/unisex,switzerland; villars-ste-croix,10608,https://www.chrono24.com/rogerdubuis/easy-diver--id19124858.htm
95,be6wm0,roger dubuis,golden square,g40 57 5,<blank>,automatic,rose gold,<blank>,unknown,"good 
                     (light signs of wear or scratches)",no original box; no original papers,men's watch/unisex,uae; dubai,10600,https://www.chrono24.com/rogerdubuis/roger-dubuis-golden-square-rose-gold-42mm--id19137910.htm
96,cj7qr2,roger dubuis,<blank>,<blank>,10109924,automatic,<blank>,rubber,2020,<blank>,original box; original papers,<blank>,japan; tokyo,10538,https://www.chrono24.com/rogerdubuis/-45-dbex0567---id21051891.htm
97,c6bvp0,roger dubuis,excalibur,rddbex0378,<blank>,automatic,steel,crocodile skin,unknown,"very good 
                     (worn with little to no signs of wear)",original box; original papers,women's watch,hong kong; hong kong,10516,https://www.chrono24.com/rogerdubuis/roger-dubuis-excalibur-steel-rddbex0378--id20450725.htm
98,c19xd3,roger dubuis,much more,m28 18 5,210000011060  - 00110600,manual winding,rose gold,crocodile skin,unknown,"very good 
                     (worn with little to no signs of wear)",original box; original papers,men's watch/unisex,united states of america; florida; naples,10500,https://www.chrono24.com/rogerdubuis/much-more-m28-18-5--id20214913.htm
99,c28py0,roger dubuis,easy diver,se46,d2802,<blank>,steel,<blank>,2005,"very good 
                     (worn with little to no signs of wear)",original box; original papers,<blank>,france; toulouse,<blank>,<blank>
100,4lbiu9,roger dubuis,golden square,<blank>,<blank>,automatic,white gold,leather,unknown,"unworn 
                     (mint condition; without signs of wear)",original box; no original papers,<blank>,uae; dubai,10300,https://www.chrono24.com/rogerdubuis/roger-dubuis-golden-square--id7713174.htm
101,cw80z4,roger dubuis,excalibur,dbex0180,a0776114,automatic,steel,<blank>,unknown,"fair 
                     (obvious signs of wear or scratches)",original box; original papers,<blank>,japan; tokyo minato-ku,10253,https://www.chrono24.com/rogerdubuis/-42-dbex0180--ss--id21658787.htm
102,ci2eg4,roger dubuis,much more,m34 57 5 g1212.7a/10,09/2021/0534/4,automatic,yellow gold,crocodile skin,unknown,"very good 
                     (worn with little to no signs of wear)",original box; no original papers,men's watch/unisex,czech republic; praha 1,10249,https://www.chrono24.com/rogerdubuis/roger-dubuis-much-more--id20998312.htm
103,6lg0s8,roger dubuis,<blank>,f16 85 0 f1.7a,wrd0057,quartz,white gold,crocodile skin,unknown,"very good 
                     (worn with little to no signs of wear)",original box; no original papers,women's watch,portugal; lisboa,10016,https://www.chrono24.com/rogerdubuis/roger-dubuis-followme---diamond-bezel--id11078236.htm
104,4lb8h5,roger dubuis,kingsquare,rddbks0011,<blank>,automatic,white gold,leather,unknown,"new 
                     (brand new; without any signs of wear)",original papers; no original box,men's watch/unisex,uae; dubai,10000,https://www.chrono24.com/rogerdubuis/king-square--id7712801.htm
105,c32uu3,roger dubuis,excalibur,rddbex0353,<blank>,automatic,steel,<blank>,2020,"unworn 
                     (mint condition; without signs of wear)",original box; original papers,men's watch/unisex,uae; dubai,9988,https://www.chrono24.com/rogerdubuis/excalibur--id20299062.htm
106,c9cxg6,roger dubuis,much more,m28 18 0,4432944,manual winding,white gold,crocodile skin,1999,<blank>,original box; original papers,men's watch/unisex,united states of america; pennsylvania; bala cynwyd,9950,https://www.chrono24.com/rogerdubuis/pre-owned-much-more-limited-edition--id20592052.htm
107,cbkaj4,roger dubuis,much more,m34570,wrd0063,automatic,white gold,crocodile skin,unknown,"very good 
                     (worn with little to no signs of wear)",no original box; no original papers,men's watch/unisex,portugal; lisboa,9900,https://www.chrono24.com/rogerdubuis/roger-dubuis-much-more--id20694907.htm
108,cub352,roger dubuis,<blank>,tm32blk,w643018,automatic,white gold,crocodile skin,unknown,"very good 
                     (worn with little to no signs of wear)",no original box; no original papers,men's watch/unisex,united states of america; illinois; chicago,9850,https://www.chrono24.com/rogerdubuis/roger-dubuis-too-much-watch-18kt-white-gold--id21569441.htm
109,b4u6z8,roger dubuis,easy diver,rddbse0221,<blank>,automatic,steel,rubber,2011 (approximation),"very good 
                     (worn with little to no signs of wear)",original box; no original papers,men's watch/unisex,singapore; singapore,9800,https://www.chrono24.com/rogerdubuis/roger-dubuis-easy-diver-chronograph--id18701531.htm
110,9hdrw7,roger dubuis,golden square,<blank>,<blank>,automatic,white gold,leather,unknown,"very good 
                     (worn with little to no signs of wear)",original box; no original papers,men's watch/unisex,united states of america; new york; new york,9795,https://www.chrono24.com/rogerdubuis/roger-dubuis-golden-square-limited-edition-18k-white-gold-diamond-mop-34mm-watch--id15927548.htm
111,b6yom5,roger dubuis,excalibur,rddbex0535,<blank>,automatic,steel,crocodile skin,2020,"unworn 
                     (mint condition; without signs of wear)",original box; original papers,men's watch/unisex,spain; madrid,9725,https://www.chrono24.com/rogerdubuis/roger-dubuis-excalibur-rddbex0535--id18800662.htm
112,cq9yg1,roger dubuis,<blank>,g37,w209188,automatic,red gold,<blank>,unknown,"good 
                     (light signs of wear or scratches)",no original box; no original papers,<blank>,japan; fukuoka chuo-ku; fukuoka,9713,https://www.chrono24.com/rogerdubuis/-roger-dubuis--g37------id21381352.htm
113,bbyyl3,roger dubuis,excalibur,42 rddbex0354,3717010490895,automatic,steel,leather,unknown,"very good 
                     (worn with little to no signs of wear)",original box; original papers,<blank>,japan; tokyo,9693,https://www.chrono24.com/rogerdubuis/--42-rddbex0354--id19034301.htm
114,bcrym6,roger dubuis,excalibur,42 rddbex0353,3717010490888,automatic,steel,leather,unknown,"very good 
                     (worn with little to no signs of wear)",original box; original papers,<blank>,japan; tokyo,9693,https://www.chrono24.com/rogerdubuis/--42-rddbex0353--id19071886.htm
115,chrsa2,roger dubuis,much more,m34570,09/2021/0473/4,automatic,white gold,crocodile skin,unknown,"very good 
                     (worn with little to no signs of wear)",original box; no original papers,men's watch/unisex,czech republic; praha 1,9667,https://www.chrono24.com/rogerdubuis/roger-dubuis-much-more-white-gold--id20984554.htm
116,cupvc3,roger dubuis,<blank>,ex45-77-90-00/01r00/b,w211213,automatic,steel,<blank>,unknown,"good 
                     (light signs of wear or scratches)",original box; original papers,<blank>,japan; fukuoka chuo-ku; fukuoka,9648,https://www.chrono24.com/rogerdubuis/-roger-dubuis--ex45-77-90-0001r00b------id21588600.htm
117,cv1z99,roger dubuis,excalibur,dbex0354,240500326830,automatic,<blank>,crocodile skin,unknown,"good 
                     (light signs of wear or scratches)",original box; original papers,men's watch/unisex,japan; osaka-shi,9593,https://www.chrono24.com/rogerdubuis/-roger-dubis-42---dbex0354-----id21604293.htm
118,5loq20,roger dubuis,golden square,roger dubuis,<blank>,automatic,rose gold,crocodile skin,2007,"very good 
                     (worn with little to no signs of wear)",original box; original papers,men's watch/unisex,turkey; istanbul,9500,https://www.chrono24.com/rogerdubuis/roger-dubuis-golden-square-rose-gold-white-roman-dial-black-leather--id9409898.htm
119,47mnj7,roger dubuis,excalibur,rddbex0448,<blank>,automatic,steel,steel,unknown,"new 
                     (brand new; without any signs of wear)",original papers; no original box,men's watch/unisex,uae; dubai,9500,https://www.chrono24.com/rogerdubuis/roger-dubuis-excalibur--id7074415.htm
0,axixs1,roger dubuis,easy diver,se46.14.9/3.53,<blank>,automatic,steel,rubber,2006 (approximation),"very good 
                     (worn with little to no signs of wear)",original box; original papers,men's watch/unisex,united states of america; new york; massapequa,9500,https://www.chrono24.com/rogerdubuis/roger-dubuis-easy-diver-chronograph--id18360352.htm
1,7tjbk8,roger dubuis,much more,m34,<blank>,automatic,rose gold,leather,unknown,"very good 
                     (worn with little to no signs of wear)",no original box; no original papers,men's watch/unisex,united states of america; new york; new york,9495,https://www.chrono24.com/rogerdubuis/much-more--id13135376.htm
2,c0xqv8,roger dubuis,easy diver,se46 14 9 k9.53r,c43621,automatic,steel,rubber,unknown,"very good 
                     (worn with little to no signs of wear)",original box; original papers,men's watch/unisex,united states of america; texas; dallas,9450,https://www.chrono24.com/rogerdubuis/easy-diver-se46-14-9-k953r--id20199127.htm
3,by6mf8,roger dubuis,easy diver,rddbse0256,w201843,automatic,steel,<blank>,unknown,"good 
                     (light signs of wear or scratches)",no original box; no original papers,<blank>,japan; fukuoka chuo-ku; fukuoka,9443,https://www.chrono24.com/rogerdubuis/-roger-dubuis--rddbse0256------id20070663.htm
4,cr1vc7,roger dubuis,easy diver,dbse0256,w212378,automatic,steel,<blank>,unknown,"good 
                     (light signs of wear or scratches)",original box; original papers,<blank>,japan; fukuoka chuo-ku; fukuoka,9443,https://www.chrono24.com/rogerdubuis/-roger-dubuis---dbse0256------id21417528.htm
5,9sdhr6,roger dubuis,much more,<blank>,174427582477,<blank>,white gold,leather,unknown,"good 
                     (light signs of wear or scratches)",no original box; no original papers,<blank>,germany; halle saale,9316,https://www.chrono24.com/rogerdubuis/much-more-manuale-m32985-handaufzug-18k-750-weissgold-full-set--id16440399.htm
6,auf814,roger dubuis,easy diver,se43 14 9/0 4.53r,<blank>,automatic,steel,rubber,2006,"very good 
                     (worn with little to no signs of wear)",original box; original papers,men's watch/unisex,austria; baden,9306,https://www.chrono24.com/rogerdubuis/roger-dubuis-easy-diver-300m-steel--white-gold-43mm---full-set--id18215569.htm
7,awrkx9,roger dubuis,<blank>,<blank>,76,manual winding,white gold,leather,unknown,"good 
                     (light signs of wear or scratches)",no original box; no original papers,men's watch/unisex,liechtenstein; schaan,9306,https://www.chrono24.com/rogerdubuis/too-much-18k-white-gold--id18324897.htm
8,b7wj86,roger dubuis,excalibur,dbex0535,100204413368,automatic,steel,<blank>,unknown,"very good 
                     (worn with little to no signs of wear)",original box; original papers,men's watch/unisex,japan; tokyo,9294,https://www.chrono24.com/rogerdubuis/excalibur-42-42--id18844532.htm
9,c9tca3,roger dubuis,<blank>,g43.57.0,<blank>,automatic,white gold,leather,unknown,"very good 
                     (worn with little to no signs of wear)",original box; original papers,men's watch/unisex,poland; warszawa,9239,https://www.chrono24.com/rogerdubuis/roger-dubuis-horloger-genevois-ltd-18k-43mm-new-strap-box--papers--id20613322.htm
10,7jagl9,roger dubuis,golden square,g34 21 5g,<blank>,automatic,rose gold,leather,unknown,"very good 
                     (worn with little to no signs of wear)",original papers; no original box,<blank>,uae; dubai,9233,https://www.chrono24.com/rogerdubuis/golden-square-diamond-fixing-34mm--id12657333.htm
11,c8l3d9,roger dubuis,<blank>,ga41 14 9,2702-ca,automatic,steel,rubber,2006,"very good 
                     (worn with little to no signs of wear)",original box; original papers,men's watch/unisex,spain; marbella,9201,https://www.chrono24.com/rogerdubuis/roger-dubuis-acqua-mare--id20555977.htm
12,c4o2i7,roger dubuis,easy diver,se46 14 9 3.53r,<blank>,<blank>,steel,<blank>,2018,"very good 
                     (worn with little to no signs of wear)",original box; original papers,men's watch/unisex,estonia; tallinn,<blank>,<blank>
13,6exqx1,roger dubuis,easy diver,rddbse0257,w522206,automatic,steel,rubber,unknown,"very good 
                     (worn with little to no signs of wear)",no original box; no original papers,men's watch/unisex,united states of america; florida; surfside,9150,https://www.chrono24.com/rogerdubuis/easy-diver-rddbse0257-stainless-steel-46mm-watch--id10774617.htm
14,c0p0f4,roger dubuis,<blank>,<blank>,<blank>,automatic,white gold,crocodile skin,unknown,"good 
                     (light signs of wear or scratches)",no original box; no original papers,men's watch/unisex,united states of america; new york; new york,9150,https://www.chrono24.com/rogerdubuis/roger-dubuis-43mm-18k-white-gold-mens-watch-22-out-of-28-models--id20187807.htm
15,cs81p2,roger dubuis,sympathie,s46 57 5,2rgd01-00020,automatic,rose gold,<blank>,unknown,"fair 
                     (obvious signs of wear or scratches)",no original box; no original papers,men's watch/unisex,japan; osaka,9066,https://www.chrono24.com/rogerdubuis/s46-57-5-sympathie-pg-28-limited-2rgd01-00020--id21472189.htm
16,cwc8t3,roger dubuis,<blank>,<blank>,199520,automatic,white gold,crocodile skin,unknown,"good 
                     (light signs of wear or scratches)",no original box; no original papers,men's watch/unisex,united states of america; pennsylvania; southampton,9000,https://www.chrono24.com/rogerdubuis/roger-dubuis-bulletin-dobservatoire-watch--id21664253.htm
17,cwc7m5,roger dubuis,<blank>,<blank>,199707,quartz,rose gold,leather,unknown,"good 
                     (light signs of wear or scratches)",no original box; no original papers,men's watch/unisex,united states of america; pennsylvania; southampton,8995,https://www.chrono24.com/rogerdubuis/roger-dubuis-too-much-love-watch--id21664210.htm
18,cm8fx3,roger dubuis,easy diver,<blank>,wa387109,automatic,steel,rubber,unknown,"very good 
                     (worn with little to no signs of wear)",no original box; no original papers,men's watch/unisex,united states of america; florida; boca raton,8950,https://www.chrono24.com/rogerdubuis/easy-diver-sports-activity-steel-mens-46mm-automatic-watch--id21192765.htm
19,c48u56,roger dubuis,golden square,<blank>,8878,automatic,white gold,leather,unknown,"very good 
                     (worn with little to no signs of wear)",no original box; no original papers,men's watch/unisex,united states of america; new york; ny,8883,https://www.chrono24.com/rogerdubuis/golden-square-43mm--18k-white-gold-mens-watch--id20353469.htm
20,2is6h9,roger dubuis,excalibur,ex427799.71r,<blank>,automatic,steel,steel,2007,"very good 
                     (worn with little to no signs of wear)",original box; original papers,men's watch/unisex,spain; barcelona,8851,https://www.chrono24.com/rogerdubuis/excalibur--id4235561.htm
21,be6rc5,roger dubuis,golden square,g34 98 5 9 63,<blank>,automatic,<blank>,leather,unknown,"new 
                     (brand new; without any signs of wear)",original papers; no original box,<blank>,uae; dubai,8813,https://www.chrono24.com/rogerdubuis/roger-dubuis-golden-square-diamond-fixing--id19137720.htm
22,co0ko3,roger dubuis,easy diver,se40,w21268,automatic,steel,rubber,unknown,"unworn 
                     (mint condition; without signs of wear)",original box; original papers,men's watch/unisex,united states of america; california; newport beach,8750,https://www.chrono24.com/rogerdubuis/easy-diver-se40--id21275880.htm
23,bzcab4,roger dubuis,much more,m34570,<blank>,automatic,white gold,<blank>,2005,"very good 
                     (worn with little to no signs of wear)",no original box; no original papers,men's watch/unisex,italy; milano,8735,https://www.chrono24.com/rogerdubuis/roger-dubuis-much-more--id20124659.htm
24,ayvvn5,roger dubuis,<blank>,<blank>,<blank>,manual winding,rose gold,leather,unknown,"very good 
                     (worn with little to no signs of wear)",no original box; no original papers,women's watch,italy; roma,8735,https://www.chrono24.com/rogerdubuis/roger-dubuis-too-much--id18423779.htm
25,1gt6b3,roger dubuis,<blank>,<blank>,jr1328,<blank>,<blank>,<blank>,unknown,<blank>,no original box; no original papers,<blank>,germany; berlin,8735,https://www.chrono24.com/rogerdubuis/follow-me-750k-wg-limtiert-auf-888st--id2463923.htm
26,ca5w47,roger dubuis,much more,much more,5633,manual winding,white gold,crocodile skin,2002,"very good 
                     (worn with little to no signs of wear)",original papers; no original box,men's watch/unisex,monaco; monaco,8735,https://www.chrono24.com/rogerdubuis/much-more---in-18k-white-gold-and-diamonds---very-good-condition--id20629588.htm
27,cwril8,roger dubuis,easy diver,se46 14 9 k9.53r,<blank>,automatic,steel,rubber,2006,"very good 
                     (worn with little to no signs of wear)",original box; original papers,men's watch/unisex,the netherlands; breda,8735,https://www.chrono24.com/rogerdubuis/easy-diver--id21684045.htm
28,4duse0,roger dubuis,easy diver,se46.14.7.n/9,rdu046,automatic,titanium,rubber,unknown,"very good 
                     (worn with little to no signs of wear)",original box; original papers,men's watch/unisex,united states of america; california; los angeles,8700,https://www.chrono24.com/rogerdubuis/k10-easy-diver-se46147n9-titaniumcarbon-fiber--id7364894.htm
29,4x3o14,roger dubuis,<blank>,t26,rdu043,manual winding,white gold,leather,unknown,"unworn 
                     (mint condition; without signs of wear)",original box; no original papers,men's watch/unisex,united states of america; california; los angeles,8700,https://www.chrono24.com/rogerdubuis/toomuch-t26-18k-white-gold-new--id8262865.htm
30,9mqjl8,roger dubuis,<blank>,ga41 14 9 12.53,34968,automatic,steel,rubber,unknown,"very good 
                     (worn with little to no signs of wear)",original box; original papers,men's watch/unisex,united states of america; california; los angeles,8695,https://www.chrono24.com/rogerdubuis/roger-dubuis-41mm-stainless-steel-acqua-mare-watch--id16177377.htm
31,cvhg39,roger dubuis,excalibur,42 dbex0536,f9049,automatic,steel,<blank>,unknown,"very good 
                     (worn with little to no signs of wear)",original box; no original papers,<blank>,japan; saitama-ken,8612,https://www.chrono24.com/rogerdubuis/-42-dbex0536--id21624339.htm
32,5vdc14,roger dubuis,much more,m34570,22786,automatic,white gold,leather,unknown,"very good 
                     (worn with little to no signs of wear)",no original box; no original papers,men's watch/unisex,united kingdom; london,8546,https://www.chrono24.com/rogerdubuis/limited-edition-much-more-m34570-18k-white-gold--id9861697.htm
33,5gehm5,roger dubuis,<blank>,<blank>,12181,automatic,white gold,leather,unknown,"very good 
                     (worn with little to no signs of wear)",original box; original papers,men's watch/unisex,united kingdom; london,8546,https://www.chrono24.com/rogerdubuis/limited-edition-28pieces-18k-white-gold--id9163354.htm
34,co8936,roger dubuis,golden square,g40,<blank>,automatic,white gold,crocodile skin,2015 (approximation),"very good 
                     (worn with little to no signs of wear)",no original box; no original papers,men's watch/unisex,united states of america; new york; new york,8500,https://www.chrono24.com/rogerdubuis/roger-dubuis-roger-dubuis-golden-square-18k-white-gold--id21285831.htm
35,a9kbc6,roger dubuis,<blank>,<blank>,16101723,manual winding,red gold,crocodile skin,unknown,"very good 
                     (worn with little to no signs of wear)",no original box; no original papers,<blank>,taiwan; taipei,8400,https://www.chrono24.com/rogerdubuis/love-serial-lomited-28-pcs--id17242392.htm
36,bl3xe5,roger dubuis,golden square,<blank>,<blank>,automatic,yellow gold,crocodile skin,2000,"very good 
                     (worn with little to no signs of wear)",original box; original papers,men's watch/unisex,poland; warszawa,8216,https://www.chrono24.com/rogerdubuis/roger-dubuis-golden-square-gold-limited---full-set----id19460642.htm
37,9mhy63,roger dubuis,much more,m34 57 5,#co-cczz case-377,automatic,rose gold,leather,2003,"very good 
                     (worn with little to no signs of wear)",original box; no original papers,men's watch/unisex,united states of america; california; pleasant hill,8195,https://www.chrono24.com/rogerdubuis/roger-dubuis-much-more-ref-m34-57-5-mens-18k-rose-gold-automatic-limited-ed-1428-2003--id16166238.htm
38,bjgiq4,roger dubuis,golden square,g40 14 5 9.63c,022279-1,automatic,rose gold,leather,unknown,"good 
                     (light signs of wear or scratches)",no original box; no original papers,<blank>,japan; 大阪市淀川区,8194,https://www.chrono24.com/rogerdubuis/golden-square--id19383650.htm
39,ceh738,roger dubuis,excalibur,dbex0443,240500320585,automatic,<blank>,crocodile skin,unknown,"good 
                     (light signs of wear or scratches)",original box; original papers,men's watch/unisex,japan; osaka-shi,8194,https://www.chrono24.com/rogerdubuis/-roger-dubis--42-dbex0443------id20830863.htm
40,a757b2,roger dubuis,golden square,g40 14 5/g55.7a,021059-1,automatic,rose gold,leather,unknown,"good 
                     (light signs of wear or scratches)",original box; no original papers,<blank>,japan; 大阪市淀川区,8194,https://www.chrono24.com/rogerdubuis/golden-square--id17129495.htm
41,cdj507,roger dubuis,<blank>,m25.18.5,3717012103861,manual winding,rose gold,leather,unknown,"very good 
                     (worn with little to no signs of wear)",original box; original papers,<blank>,japan; tokyo,8158,https://www.chrono24.com/rogerdubuis/---m25185--id20786724.htm
42,cavkf2,roger dubuis,excalibur,ex45-78-90-00/09r01/b,<blank>,automatic,steel,<blank>,2008,"good 
                     (light signs of wear or scratches)",original box; original papers,<blank>,italy; arezzo,8036,https://www.chrono24.com/rogerdubuis/excalibur-ex45-full-set--id20662863.htm
43,cj3j63,roger dubuis,easy diver,se40 14 9/0 k9.53r,210000017362  - 00173629,automatic,steel,rubber,unknown,"very good 
                     (worn with little to no signs of wear)",original box; original papers,men's watch/unisex,united states of america; florida; naples,8000,https://www.chrono24.com/rogerdubuis/easy-diver-se40-14-90-k953r--id21046434.htm
44,c56tj3,roger dubuis,golden square,g43.57 0,<blank>,automatic,white gold,leather,unknown,"very good 
                     (worn with little to no signs of wear)",original box; no original papers,men's watch/unisex,united states of america; ohio; mason,7999,https://www.chrono24.com/rogerdubuis/roger-dubuis-golden-square-18k-white-gold-43mm-x-43mm-limited-g43570-automatic-strap--id20397511.htm
45,btff27,roger dubuis,excalibur,rddbex0353,i0370701,automatic,steel,leather,2014,"good 
                     (light signs of wear or scratches)",original box; original papers,men's watch/unisex,singapore; singapore,7991,https://www.chrono24.com/rogerdubuis/roger-dubuis-excalibur-ref-dbex0353--id19848782.htm
46,crnst9,roger dubuis,<blank>,ga41-14-9-1253,11/2021/1879/4,automatic,steel,leather,unknown,"very good 
                     (worn with little to no signs of wear)",no original box; no original papers,men's watch/unisex,czech republic; praha 1,7803,https://www.chrono24.com/rogerdubuis/roger-dubuis-aqua-mare--id21445949.htm
47,4m1z23,roger dubuis,golden square,golden square,<blank>,manual winding,white gold,leather,unknown,"good 
                     (light signs of wear or scratches)",no original box; no original papers,men's watch/unisex,germany; augsburg,7803,https://www.chrono24.com/rogerdubuis/roger-dubuis-golden-square-18k-white-gold-limited-to-28--id7747454.htm
48,b54gj9,roger dubuis,easy diver,se46 149,<blank>,automatic,steel,rubber,2009,"very good 
                     (worn with little to no signs of wear)",original box; original papers,men's watch/unisex,poland; warszawa,7741,https://www.chrono24.com/rogerdubuis/roger-dubuis-easy-diver-automatic-limited-47mm-box--papers--id18714835.htm
49,cq9mu8,roger dubuis,<blank>,g41 57 9 3.53,w209595,automatic,steel,<blank>,unknown,"good 
                     (light signs of wear or scratches)",original box; original papers,<blank>,japan; fukuoka chuo-ku; fukuoka,7645,https://www.chrono24.com/rogerdubuis/-roger-dubuis--g41-57-9-353------id21380934.htm
50,ctzs49,roger dubuis,<blank>,ga41 14 9 12.53,w1032,automatic,steel,rubber,2005,"very good 
                     (worn with little to no signs of wear)",original box; original papers,men's watch/unisex,hong kong; kowloon,7624,https://www.chrono24.com/rogerdubuis/roger-dubuis-acqua-mare-280-piece-limited-edition-18k-white-gold-bezel--id21554788.htm
51,bgqpd3,roger dubuis,<blank>,ga38.14.9.sd4.53,10103847,automatic,steel,rubber,unknown,"very good 
                     (worn with little to no signs of wear)",original box; original papers,<blank>,japan; tokyo,7522,https://www.chrono24.com/rogerdubuis/-ga38149sd453--id19256881.htm
52,cmb3m8,roger dubuis,<blank>,roger dubuis horloger genevois,<blank>,manual winding,white gold,leather,unknown,"very good 
                     (worn with little to no signs of wear)",no original box; no original papers,men's watch/unisex,poland; kraków,7466,https://www.chrono24.com/rogerdubuis/roger-dubuis-horloger-genevois-18k-gold--id21196210.htm
53,ckj2r1,roger dubuis,golden square,number rddbgs0750,255164954309,automatic,rose gold,leather,2000,<blank>,no original box; no original papers,women's watch,united states of america; florida; miami,7450,https://www.chrono24.com/rogerdubuis/golden-square--id21113235.htm
54,cucvu7,roger dubuis,easy diver,se46,v009871,automatic,steel,rubber,unknown,"very good 
                     (worn with little to no signs of wear)",original box; no original papers,men's watch/unisex,united states of america; maryland; baltimore; md,7367,https://www.chrono24.com/rogerdubuis/roger-dubuis-easy-diver--id21571770.htm
55,ci2pc1,roger dubuis,much more,m28,09/2021/0535/4,manual winding,white gold,crocodile skin,unknown,"very good 
                     (worn with little to no signs of wear)",original box; no original papers,men's watch/unisex,czech republic; praha 1,7337,https://www.chrono24.com/rogerdubuis/roger-dubuis-much-more-white-gold--id20998704.htm
56,ca7d74,roger dubuis,<blank>,g41,334128673727,automatic,steel,rubber,unknown,"very good 
                     (worn with little to no signs of wear)",original box; original papers,<blank>,united states of america; north carolina; winston salem,7299,https://www.chrono24.com/rogerdubuis/acquamare-41-99-lnib-2-straps-complete-bps-rare-minty-15000--id20631499.htm
57,cavpk9,roger dubuis,<blank>,g34,240900026780,automatic,white gold,crocodile skin,unknown,"good 
                     (light signs of wear or scratches)",no original box; no original papers,men's watch/unisex,japan; osaka-shi,7295,https://www.chrono24.com/rogerdubuis/-roger-dubis--g34-k18wg-----id20663048.htm
58,cvbr62,roger dubuis,<blank>,g41 57 9 3 53,125016536908,automatic,steel,rubber,unknown,<blank>,no original box; no original papers,<blank>,united states of america; florida; fort lauderdale,7250,https://www.chrono24.com/rogerdubuis/acqua-mare-g41-57-9-3-53--just-for-friends-41mm--ltd-280-pcs--id21616962.htm
59,c4f2a5,roger dubuis,<blank>,ms34 21 9/0 9.53,<blank>,automatic,steel,rubber,unknown,"very good 
                     (worn with little to no signs of wear)",original box; original papers,men's watch/unisex,france; mont-saint-aignan,7221,https://www.chrono24.com/rogerdubuis/sea-more--id20361538.htm
0,cvpyc9,roger dubuis,easy diver,se43 14 9 k9.53r,w1038,automatic,steel,rubber,2006,"very good 
                     (worn with little to no signs of wear)",original box; original papers,men's watch/unisex,hong kong; kowloon,7032,https://www.chrono24.com/rogerdubuis/roger-dubuis-easy-diver--blk-fiber-dial-888-limited-edition--id21635364.htm
1,cmy0j7,roger dubuis,<blank>,<blank>,<blank>,automatic,steel,rubber,unknown,"good 
                     (light signs of wear or scratches)",original box; no original papers,men's watch/unisex,japan; minato-ku,6995,https://www.chrono24.com/rogerdubuis/roger-dubuis-aquamareroger-dubuis---280-g41-57-90353--id21225907.htm
2,chxkc5,roger dubuis,<blank>,<blank>,240500307970,automatic,<blank>,rubber,unknown,<blank>,original box; original papers,men's watch/unisex,japan; osaka-shi,6995,https://www.chrono24.com/rogerdubuis/-roger-dubis--ga35-21-9-sd-k9k10r----------id20992044.htm
3,892k47,roger dubuis,much more,m28,<blank>,automatic,white gold,crocodile skin,unknown,"very good 
                     (worn with little to no signs of wear)",no original box; no original papers,men's watch/unisex,united states of america; new york; new york,6995,https://www.chrono24.com/rogerdubuis/much-more-18k-white-gold--id13860148.htm
4,aulkr2,roger dubuis,golden square,roger dubuis,<blank>,automatic,white gold,leather,unknown,"good 
                     (light signs of wear or scratches)",original box; no original papers,men's watch/unisex,lithuania; vilnius,6987,https://www.chrono24.com/rogerdubuis/roger-dubuis-golden-square-massive-48-x-40-mm-18k-750-white-gold--id18223803.htm
5,cdc4z5,roger dubuis,<blank>,g41 57 9 3.53,617239,automatic,steel,<blank>,unknown,"fair 
                     (obvious signs of wear or scratches)",original box; original papers,men's watch/unisex,japan; 名古屋市千種区,6945,https://www.chrono24.com/rogerdubuis/-roger-dubuis--g41-57-9-353-888----id20777651.htm
6,bfzjh1,roger dubuis,golden square,g40 140 g22 7a,w-13494,automatic,white gold,leather,unknown,"very good 
                     (worn with little to no signs of wear)",original box; original papers,<blank>,russia; moscow,6900,https://www.chrono24.com/rogerdubuis/-roger-dubuis-golden-square-g40-140-g22-7a--id19221677.htm
